,A,B
0,0.5016666666666667,
1,0.6933333333333334,
2,0.7808333333333334,
3,0.88,
4,0.9183333333333333,0.6761111111111111
5,0.9155555555555556,0.6905555555555556
6,0.9077777777777778,0.6966666666666667
7,0.9133333333333333,0.6866666666666666
8,0.9138888888888889,0.6927777777777778
9,0.9055555555555556,0.6961111111111111
10,0.9288888888888889,0.7138888888888889
11,0.9288888888888889,0.6894444444444444
12,0.9261111111111111,0.6933333333333334
13,0.9344444444444444,0.685
14,0.9244444444444444,0.7016666666666667
15,0.9372222222222222,0.6905555555555556
16,0.9372222222222222,0.7083333333333334
17,0.9311111111111111,0.6983333333333334
0,0.51,
1,0.5633333333333334,
2,0.7616666666666667,
3,0.8316666666666667,
4,0.8555555555555555,0.6316666666666667
5,0.8483333333333334,0.6566666666666666
6,0.8583333333333333,0.6122222222222222
7,0.8633333333333333,0.6322222222222222
8,0.87,0.6494444444444445
9,0.8755555555555555,0.6361111111111111
10,0.8811111111111111,0.6366666666666667
11,0.8611111111111112,0.6616666666666666
12,0.8833333333333333,0.6411111111111111
13,0.9,0.6488888888888888
14,0.8872222222222222,0.6455555555555555
15,0.8888888888888888,0.6305555555555555
16,0.8866666666666667,0.6561111111111111
17,0.8877777777777778,0.6505555555555556
0,0.5016666666666667,
1,0.6933333333333334,
2,0.7808333333333334,
3,0.88,
4,0.9183333333333333,0.6761111111111111
5,0.9155555555555556,0.6905555555555556
6,0.9077777777777778,0.6966666666666667
7,0.9133333333333333,0.6866666666666666
8,0.9138888888888889,0.6927777777777778
9,0.9055555555555556,0.6961111111111111
10,0.9288888888888889,0.7138888888888889
11,0.9288888888888889,0.6894444444444444
12,0.9261111111111111,0.6933333333333334
13,0.9344444444444444,0.685
14,0.9244444444444444,0.7016666666666667
15,0.9372222222222222,0.6905555555555556
16,0.9372222222222222,0.7083333333333334
17,0.9311111111111111,0.6983333333333334
0,0.51,
1,0.5633333333333334,
2,0.7616666666666667,
3,0.8316666666666667,
4,0.8555555555555555,0.6316666666666667
5,0.8483333333333334,0.6566666666666666
6,0.8583333333333333,0.6122222222222222
7,0.8633333333333333,0.6322222222222222
8,0.87,0.6494444444444445
9,0.8755555555555555,0.6361111111111111
10,0.8811111111111111,0.6366666666666667
11,0.8611111111111112,0.6616666666666666
12,0.8833333333333333,0.6411111111111111
13,0.9,0.6488888888888888
14,0.8872222222222222,0.6455555555555555
15,0.8888888888888888,0.6305555555555555
16,0.8866666666666667,0.6561111111111111
17,0.8877777777777778,0.6505555555555556
0,0.5016666666666667,
1,0.6933333333333334,
2,0.7808333333333334,
3,0.88,
4,0.9183333333333333,0.6761111111111111
5,0.9155555555555556,0.6905555555555556
6,0.9077777777777778,0.6966666666666667
7,0.9133333333333333,0.6866666666666666
8,0.9138888888888889,0.6927777777777778
9,0.9055555555555556,0.6961111111111111
10,0.9288888888888889,0.7138888888888889
11,0.9288888888888889,0.6894444444444444
12,0.9261111111111111,0.6933333333333334
13,0.9344444444444444,0.685
14,0.9244444444444444,0.7016666666666667
15,0.9372222222222222,0.6905555555555556
16,0.9372222222222222,0.7083333333333334
17,0.9311111111111111,0.6983333333333334
0,0.51,
1,0.5633333333333334,
2,0.7616666666666667,
3,0.8316666666666667,
4,0.8555555555555555,0.6316666666666667
5,0.8483333333333334,0.6566666666666666
6,0.8583333333333333,0.6122222222222222
7,0.8633333333333333,0.6322222222222222
8,0.87,0.6494444444444445
9,0.8755555555555555,0.6361111111111111
10,0.8811111111111111,0.6366666666666667
11,0.8611111111111112,0.6616666666666666
12,0.8833333333333333,0.6411111111111111
13,0.9,0.6488888888888888
14,0.8872222222222222,0.6455555555555555
15,0.8888888888888888,0.6305555555555555
16,0.8866666666666667,0.6561111111111111
17,0.8877777777777778,0.6505555555555556
0,0.5016666666666667,
1,0.6933333333333334,
2,0.7808333333333334,
3,0.88,
4,0.9183333333333333,0.6761111111111111
5,0.9155555555555556,0.6905555555555556
6,0.9077777777777778,0.6966666666666667
7,0.9133333333333333,0.6866666666666666
8,0.9138888888888889,0.6927777777777778
9,0.9055555555555556,0.6961111111111111
10,0.9288888888888889,0.7138888888888889
11,0.9288888888888889,0.6894444444444444
12,0.9261111111111111,0.6933333333333334
13,0.9344444444444444,0.685
14,0.9244444444444444,0.7016666666666667
15,0.9372222222222222,0.6905555555555556
16,0.9372222222222222,0.7083333333333334
17,0.9311111111111111,0.6983333333333334
0,0.51,
1,0.5633333333333334,
2,0.7616666666666667,
3,0.8316666666666667,
