,A,B
0,0.5016666666666667,
1,0.7066666666666667,
2,0.7791666666666667,
3,0.8808333333333334,
4,0.9027777777777778,0.6722222222222223
5,0.8911111111111111,0.6822222222222222
6,0.8811111111111111,0.6844444444444444
7,0.8816666666666667,0.6711111111111111
8,0.8783333333333333,0.6816666666666666
9,0.8783333333333333,0.6816666666666666
10,0.8811111111111111,0.6894444444444444
11,0.8916666666666667,0.6727777777777778
12,0.8872222222222222,0.6744444444444444
13,0.8938888888888888,0.6611111111111111
14,0.8811111111111111,0.6816666666666666
15,0.8916666666666667,0.6772222222222222
16,0.8944444444444445,0.6811111111111111
17,0.8844444444444445,0.6766666666666666
0,0.51,
1,0.5675,
2,0.7741666666666667,
3,0.8533333333333334,
4,0.8522222222222222,0.6377777777777778
5,0.8433333333333334,0.6638888888888889
6,0.845,0.6172222222222222
7,0.8438888888888889,0.6355555555555555
8,0.8483333333333334,0.6516666666666666
9,0.8572222222222222,0.6361111111111111
10,0.8555555555555555,0.6355555555555555
11,0.8322222222222222,0.6527777777777778
12,0.845,0.6366666666666667
13,0.8572222222222222,0.6361111111111111
14,0.8477777777777777,0.6383333333333333
15,0.8477777777777777,0.6244444444444445
16,0.8438888888888889,0.6516666666666666
17,0.8394444444444444,0.645
0,0.5016666666666667,
1,0.7066666666666667,
2,0.7791666666666667,
3,0.8808333333333334,
4,0.9027777777777778,0.6722222222222223
5,0.8911111111111111,0.6822222222222222
6,0.8811111111111111,0.6844444444444444
7,0.8816666666666667,0.6711111111111111
8,0.8783333333333333,0.6816666666666666
9,0.8783333333333333,0.6816666666666666
10,0.8811111111111111,0.6894444444444444
11,0.8916666666666667,0.6727777777777778
12,0.8872222222222222,0.6744444444444444
13,0.8938888888888888,0.6611111111111111
14,0.8811111111111111,0.6816666666666666
15,0.8916666666666667,0.6772222222222222
16,0.8944444444444445,0.6811111111111111
17,0.8844444444444445,0.6766666666666666
0,0.51,
1,0.5675,
2,0.7741666666666667,
3,0.8533333333333334,
4,0.8522222222222222,0.6377777777777778
5,0.8433333333333334,0.6638888888888889
6,0.845,0.6172222222222222
7,0.8438888888888889,0.6355555555555555
8,0.8483333333333334,0.6516666666666666
9,0.8572222222222222,0.6361111111111111
10,0.8555555555555555,0.6355555555555555
11,0.8322222222222222,0.6527777777777778
12,0.845,0.6366666666666667
13,0.8572222222222222,0.6361111111111111
14,0.8477777777777777,0.6383333333333333
15,0.8477777777777777,0.6244444444444445
16,0.8438888888888889,0.6516666666666666
17,0.8394444444444444,0.645
0,0.5016666666666667,
1,0.7066666666666667,
2,0.7791666666666667,
3,0.8808333333333334,
4,0.9027777777777778,0.6722222222222223
5,0.8911111111111111,0.6822222222222222
6,0.8811111111111111,0.6844444444444444
7,0.8816666666666667,0.6711111111111111
8,0.8783333333333333,0.6816666666666666
9,0.8783333333333333,0.6816666666666666
10,0.8811111111111111,0.6894444444444444
11,0.8916666666666667,0.6727777777777778
12,0.8872222222222222,0.6744444444444444
13,0.8938888888888888,0.6611111111111111
14,0.8811111111111111,0.6816666666666666
15,0.8916666666666667,0.6772222222222222
16,0.8944444444444445,0.6811111111111111
17,0.8844444444444445,0.6766666666666666
0,0.51,
1,0.5675,
2,0.7741666666666667,
3,0.8533333333333334,
4,0.8522222222222222,0.6377777777777778
5,0.8433333333333334,0.6638888888888889
6,0.845,0.6172222222222222
7,0.8438888888888889,0.6355555555555555
8,0.8483333333333334,0.6516666666666666
9,0.8572222222222222,0.6361111111111111
10,0.8555555555555555,0.6355555555555555
11,0.8322222222222222,0.6527777777777778
12,0.845,0.6366666666666667
13,0.8572222222222222,0.6361111111111111
14,0.8477777777777777,0.6383333333333333
15,0.8477777777777777,0.6244444444444445
16,0.8438888888888889,0.6516666666666666
17,0.8394444444444444,0.645
0,0.5016666666666667,
1,0.7066666666666667,
2,0.7791666666666667,
3,0.8808333333333334,
4,0.9027777777777778,0.6722222222222223
5,0.8911111111111111,0.6822222222222222
6,0.8811111111111111,0.6844444444444444
7,0.8816666666666667,0.6711111111111111
8,0.8783333333333333,0.6816666666666666
9,0.8783333333333333,0.6816666666666666
10,0.8811111111111111,0.6894444444444444
11,0.8916666666666667,0.6727777777777778
12,0.8872222222222222,0.6744444444444444
13,0.8938888888888888,0.6611111111111111
14,0.8811111111111111,0.6816666666666666
15,0.8916666666666667,0.6772222222222222
16,0.8944444444444445,0.6811111111111111
17,0.8844444444444445,0.6766666666666666
0,0.51,
1,0.5675,
2,0.7741666666666667,
3,0.8533333333333334,
4,0.8522222222222222,0.6377777777777778
5,0.8433333333333334,0.6638888888888889
6,0.845,0.6172222222222222
7,0.8438888888888889,0.6355555555555555
8,0.8483333333333334,0.6516666666666666
9,0.8572222222222222,0.6361111111111111
10,0.8555555555555555,0.6355555555555555
11,0.8322222222222222,0.6527777777777778
12,0.845,0.6366666666666667
13,0.8572222222222222,0.6361111111111111
14,0.8477777777777777,0.6383333333333333
